Promotion::Start Date Promo,Account Factors::Profit Center,Promo ID,Pricing::Segment,Pricing::Engine,Promotion::SKU,Promotion::End Date Promo,Pricing::Street,Promotion::Promo_Value,Promotion::Promo Type,Promotion::Promo_Net Price Point,Exp_Revenue Est,Exp_Billing Profit,Exp_Billing Profit Supply,Exp_Promo,Exp_Sales,Exp_Net Billing Profit,Account,Sell Through Estimate Adj,Sell Through Estimate POS,Sell Through Estimate Inv,Final Quantity,Sell Through Estimate,SOP_Period,SOP_Half,SOP_Quarter,Usage ID,Account Factors::SAP Account,Promotion::LevelType
2015-10-01,1080,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,283.3333333333333,205.33333333333331,65.33333333333334,65.33333333333334,283.3333333333333,207,H2,Q3,38215.0,3,3
2015-10-01,1080,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,1740.0,0.0,-1740.0,3,290.625,215.5,58.0,58.0,290.625,207,H2,Q3,38256.0,3,3
2015-11-01,1080,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,297.9166666666667,225.66666666666666,78.42857142857143,78.42857142857143,297.9166666666667,208,H2,Q3,38298.0,3,3
2015-11-01,1080,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,305.20833333333337,235.83333333333331,98.85714285714286,98.85714285714286,305.20833333333337,208,H2,Q3,38339.0,3,3
2015-12-01,1080,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,312.5,246.0,119.28571428571428,119.28571428571428,312.5,209,H2,Q3,38381.0,3,3
2015-12-01,1080,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,3,319.7916666666667,256.16666666666663,139.71428571428572,139.71428571428572,319.7916666666667,209,H2,Q3,38423.0,3,3
2015-08-01,1010,9190,zzz,123,TP1,8/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,327.08333333333337,266.3333333333333,160.14285714285714,160.14285714285714,327.08333333333337,205,H1,Q2,38508.0,2,2
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,334.375,276.5,180.57142857142856,180.57142857142856,334.375,207,H2,Q3,38577.0,2,2
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,341.6666666666667,286.66666666666663,201.0,201.0,341.6666666666667,207,H2,Q3,38633.0,2,2
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,348.95833333333337,296.8333333333333,221.42857142857142,221.42857142857142,348.95833333333337,207,H2,Q3,38689.0,2,2
2015-11-01,1010,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,356.25,307.0,241.85714285714283,241.85714285714283,356.25,208,H2,Q3,38744.0,2,2
2015-11-01,1010,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,363.5416666666667,317.16666666666663,262.2857142857143,262.2857142857143,363.5416666666667,208,H2,Q3,38799.0,2,2
2015-12-01,1010,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,370.83333333333337,327.3333333333333,282.71428571428567,282.71428571428567,370.83333333333337,209,H2,Q3,38853.0,2,2
2015-12-01,1010,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,378.125,337.5,303.1428571428571,303.1428571428571,378.125,209,H2,Q3,38907.0,2,2
2015-07-01,1010,9189,zzz,123,TP1,7/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,0.0,0.0,0.0,1,385.4166666666667,347.66666666666663,323.57142857142856,323.57142857142856,385.4166666666667,204,H1,Q2,38966.0,1,1
2015-08-01,1010,9190,zzz,123,TP1,8/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,3440.0,0.0,-3440.0,1,392.70833333333337,357.8333333333333,344.0,344.0,392.70833333333337,205,H1,Q2,39062.0,1,1
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,22625.78452,4144.08954,24413.25577,11040.0,14758.67747,2758.667841,1,400.0,368.0,368.0,368.0,400.0,207,H2,Q3,39306.0,1,1
2015-10-01,1010,9194,zzz,123,TP1,10/31/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,3680.0,0.0,-3680.0,1,400.0,368.0,368.0,368.0,400.0,207,H2,Q3,39307.0,1,1
2015-11-01,1010,9197,zzz,123,TP1,11/30/2015,89.99,30.0,2,49.99,36427.51308,6671.984159,39305.34179,9330.0,23761.47073,12885.85522,1,644.0,363.6666666666667,311.0,311.0,400.0,208,H2,Q3,39309.0,1,1
2015-11-01,1010,9196,zzz,123,TP1,11/30/2015,89.99,10.0,2,49.99,0.0,0.0,0.0,3110.0,0.0,-3110.0,1,386.0,359.3333333333333,311.0,311.0,400.0,208,H2,Q3,39310.0,1,1
2015-12-01,1010,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,10650.0,0.0,-10650.0,1,268.0,355.0,355.0,355.0,275.0,209,H2,Q3,39311.0,1,1
2015-10-01,1010,9195,zzz,123,TP1,10/31/2015,89.99,30.0,2,49.99,8484.669195,1554.033577,9154.970914,1560.0,5534.504051,3614.50044,1,150.0,316.22222222222223,52.0,52.0,150.0,207,H2,Q3,39504.0,1,1
2016-01-01,1010,9201,zzz,123,TP1,1/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,131.0,277.44444444444446,41.6,41.6,131.0,210,H2,Q1,39576.0,2,2
2016-01-01,1010,9201,zzz,123,TP1,1/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,112.0,238.66666666666666,31.2,31.2,112.0,210,H2,Q1,39626.0,2,2
2016-02-01,1010,9203,zzz,123,TP1,2/29/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,93.0,199.88888888888889,20.799999999999997,20.799999999999997,93.0,211,H2,Q4,39676.0,2,2
2016-02-01,1010,9203,zzz,123,TP1,2/29/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,74.0,161.11111111111111,10.399999999999999,10.399999999999999,74.0,211,H2,Q4,39726.0,2,2
2016-03-01,1010,9205,zzz,123,TP1,3/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,45.0,83.55555555555554,101.8,2.0,45.0,212,H2,Q4,39826.0,2,2
2016-03-01,1010,9205,zzz,123,TP1,3/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,35.0,44.77777777777777,203.6,4.0,35.0,212,H2,Q4,39876.0,2,2
2015-12-01,1080,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,1414.111532,259.0055962,1525.828486,180.0,395.3217179,1209.512364,4,25.0,6.0,305.4,6.0,25.0,209,H2,Q3,40016.0,4,4
2015-12-01,1010,9199,zzz,123,TP1,12/31/2015,89.99,30.0,2,49.99,0.0,0.0,0.0,15270.0,0.0,-15270.0,1,112.5,509.0,509.0,509.0,112.5,209,H2,Q3,40419.0,1,1
2016-02-01,1010,9203,zzz,123,TP1,2/29/2016,89.99,30.0,1,59.99,11312.89226,2072.04477,12206.62789,6060.0,7379.338735,839.3339204,1,200.0,202.0,202.0,202.0,200.0,211,H2,Q4,40507.0,1,1
2016-02-01,1010,9203,zzz,123,TP1,2/29/2016,89.99,30.0,1,59.99,5656.44613,1036.022385,6103.313943,3000.0,3689.669367,449.6669602,1,100.0,100.0,100.0,100.0,100.0,211,H2,Q4,40508.0,1,1
2016-01-01,1080,9201,zzz,123,TP1,1/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,660.0,0.0,-660.0,4,64.5,50.0,22.0,22.0,64.5,210,H2,Q1,40582.0,4,4
2016-04-01,1010,10348,zzz,123,TP1,4/30/2016,89.99,30.0,1,59.99,1640.369378,300.4464916,1769.961043,330.0,764.2886546,976.1188803,2,29.0,0.0,11.0,11.0,29.0,201,H1,Q1,40739.0,2,2
2016-04-01,1010,10351,zzz,123,TP1,4/30/2016,89.99,23.0,1,66.99,11312.89226,2072.04477,12206.62789,4439.0,5270.956239,4568.716416,2,200.0,78.5,193.0,193.0,115.0,201,H1,Q1,40742.0,2,2
2016-05-01,1010,10352,zzz,123,TP1,5/31/2016,89.99,23.0,1,66.99,2828.223065,518.0111924,3051.656971,1196.0,1317.73906,1055.929104,2,50.0,104.66666666666667,52.0,52.0,144.0,202,H1,Q1,40743.0,2,2
2016-06-01,1010,10353,zzz,123,TP1,6/30/2016,89.99,23.0,1,66.99,8145.282427,1491.872234,8788.772077,2254.0,3795.088492,4231.55582,2,144.0,130.83333333333334,98.0,98.0,144.0,203,H1,Q1,40744.0,2,2
2016-05-01,1010,10352,zzz,123,TP1,5/31/2016,89.99,23.0,1,66.99,12331.05256,2258.528799,13305.22439,3611.0,8043.479221,3909.273973,1,218.0,157.0,157.0,157.0,218.0,202,H1,Q1,40850.0,1,1
2016-06-01,1010,10350,zzz,123,TP1,6/30/2016,89.99,30.0,1,59.99,14141.11532,2590.055962,15258.28486,8250.0,9224.173418,374.1674006,1,250.0,275.0,275.0,275.0,250.0,203,H1,Q1,40853.0,1,1
2016-05-01,1010,10349,zzz,123,TP1,5/31/2016,89.99,30.0,1,59.99,226.2578452,41.4408954,244.1325577,120.0,105.4191248,60.15432832,3,4.0,152.5,15.0,4.0,4.0,202,H1,Q1,41041.0,3,3
2016-06-01,1010,10350,zzz,123,TP1,6/30/2016,89.99,30.0,1,59.99,226.2578452,41.4408954,244.1325577,900.0,105.4191248,-719.8456717,3,4.0,91.25,30.0,30.0,4.0,203,H1,Q1,41042.0,3,3
2016-04-01,1010,10351,zzz,123,TP1,4/30/2016,89.99,23.0,1,66.99,678.7735356,124.3226862,732.3976731,276.0,316.2573743,264.462985,3,12.0,30.0,12.0,12.0,12.0,201,H1,Q1,41043.0,3,3
2016-05-01,1010,10352,zzz,123,TP1,5/31/2016,89.99,23.0,1,66.99,452.5156904,82.88179079,488.2651154,322.0,210.8382496,38.30865664,3,8.0,28.53846153846154,14.0,14.0,8.0,202,H1,Q1,41044.0,3,3
2016-06-01,1010,10353,zzz,123,TP1,6/30/2016,89.99,23.0,1,66.99,452.5156904,82.88179079,488.2651154,299.0,210.8382496,61.30865664,3,8.0,27.076923076923077,13.0,13.0,8.0,203,H1,Q1,41045.0,3,3
2016-04-01,1010,10351,zzz,123,TP1,4/30/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,24.153846153846153,7.666666666666667,7.666666666666667,250.0,201,H1,Q1,41176.0,2,2
2016-04-01,1010,10351,zzz,123,TP1,4/30/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,22.692307692307693,15.333333333333334,15.333333333333334,250.0,201,H1,Q1,41212.0,2,2
2016-04-01,1010,10351,zzz,123,TP1,4/30/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,21.230769230769234,23.0,23.0,250.0,201,H1,Q1,41248.0,2,2
2016-05-01,1010,10352,zzz,123,TP1,5/31/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,19.76923076923077,30.666666666666668,30.666666666666668,250.0,202,H1,Q1,41369.0,2,2
2016-05-01,1010,10352,zzz,123,TP1,5/31/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,18.307692307692307,38.333333333333336,38.333333333333336,250.0,202,H1,Q1,41409.0,2,2
2016-06-01,1010,10353,zzz,123,TP1,6/30/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,16.846153846153847,46.0,46.0,250.0,203,H1,Q1,41449.0,2,2
2016-06-01,1010,10353,zzz,123,TP1,6/30/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,15.384615384615385,53.66666666666667,53.66666666666667,250.0,203,H1,Q1,41489.0,2,2
2016-04-01,1010,10348,zzz,123,TP1,4/30/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,13.923076923076923,61.333333333333336,61.333333333333336,250.0,201,H1,Q1,41685.0,2,2
2016-04-01,1010,10351,zzz,123,TP1,4/30/2016,89.99,23.0,1,66.99,14141.11532,2590.055962,15258.28486,1587.0,9224.173418,7037.167401,1,250.0,12.461538461538463,69.0,69.0,250.0,201,H1,Q1,41686.0,1,1
2016-07-01,1010,10909,zzz,123,TP1,7/31/2016,89.99,30.0,1,59.99,3280.738755,600.8929832,3539.922087,480.0,1528.577309,2132.237761,3,58.0,51.0,16.0,16.0,58.0,204,H1,Q2,42487.0,3,3
2016-07-01,1010,10909,zzz,123,TP1,7/31/2016,89.99,30.0,1,59.99,1696.933839,310.8067155,1830.994183,2580.0,790.6434358,-1228.842538,2,30.0,91.0,86.0,86.0,30.0,204,H1,Q2,42488.0,2,2
2016-07-01,1010,10912,zzz,123,TP1,7/31/2016,89.99,23.0,1,66.99,1696.933839,310.8067155,1830.994183,644.0,790.6434358,707.1574624,3,30.0,91.0,28.0,28.0,30.0,204,H1,Q2,42492.0,3,3
2016-07-01,1010,10912,zzz,123,TP1,7/31/2016,89.99,23.0,1,66.99,8201.846888,1502.232458,8849.805217,230.0,3821.443273,6300.594402,2,145.0,91.0,10.0,10.0,145.0,204,H1,Q2,42494.0,2,2
2016-08-01,1010,10933,zzz,123,TP1,8/31/2016,89.99,30.0,1,59.99,8484.669195,1554.033577,9154.970914,3930.0,3953.217179,2825.787312,2,150.0,165.25,131.0,131.0,115.0,205,H1,Q2,42516.0,2,2
2016-09-01,1010,10937,zzz,123,TP1,9/30/2016,79.99,30.0,1,49.99,10365.5538,3054.444105,12012.19415,11160.0,4735.699182,-829.0609231,2,162.0,388.0,372.0,372.0,145.0,206,H1,Q2,42526.0,2,2
2016-09-01,1010,10937,zzz,123,TP1,9/30/2016,79.99,30.0,1,49.99,1471.6527,433.6556446,1705.434972,510.0,672.352353,956.738264,3,23.0,362.8181818181818,17.0,17.0,23.0,206,H1,Q2,42527.0,3,3
2016-07-01,1080,10909,zzz,123,TP1,7/31/2016,89.99,30.0,1,59.99,16969.33839,3108.067155,18309.94183,4590.0,4743.860615,12084.14837,4,300.0,262.09090909090907,153.0,153.0,4.0,204,H1,Q2,42671.0,4,4
2016-08-01,1080,10935,zzz,123,TP1,8/31/2016,89.99,37.0,1,52.99,16969.33839,3108.067155,18309.94183,1702.0,4743.860615,14972.14837,4,300.0,186.54545454545453,46.0,46.0,300.0,205,H1,Q2,42674.0,4,4
2016-03-01,1010,11021,zzz,123,TP1,3/31/2016,89.99,35.0,1,54.99,6278.655204,1149.984847,6774.678476,3885.0,4095.532998,-55.86967415,1,111.0,111.0,111.0,111.0,111.0,212,H2,Q4,42807.0,1,1
2016-03-01,1010,9205,zzz,123,TP1,3/31/2016,89.99,30.0,1,59.99,3393.867678,621.6134309,3661.988366,1800.0,1581.286872,902.3149248,2,60.0,122.54545454545455,98.66666666666667,60.0,60.0,212,H2,Q4,42842.0,2,2
2016-06-01,1010,10355,zzz,123,TP1,6/30/2016,89.99,13.89,1,76.1,3393.867678,621.6134309,3661.988366,833.4,1581.286872,1868.914925,2,60.0,134.0909090909091,86.33333333333333,60.0,60.0,203,H1,Q1,42948.0,2,2
2016-07-01,1010,10912,zzz,123,TP1,7/31/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,527.8571428571429,145.63636363636363,74.0,51.42857142857143,527.8571428571429,204,H1,Q2,43023.0,2,2
2016-07-01,1010,10912,zzz,123,TP1,7/31/2016,89.99,23.0,1,66.99,0.0,0.0,0.0,0.0,0.0,0.0,2,995.7142857142857,157.1818181818182,61.666666666666664,42.85714285714286,995.7142857142857,204,H1,Q2,43069.0,2,2
2016-08-01,1010,10933,zzz,123,TP1,8/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,1463.5714285714284,168.72727272727272,49.33333333333333,34.285714285714285,1463.5714285714284,205,H1,Q2,43112.0,2,2
2016-08-01,1010,10933,zzz,123,TP1,8/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,1931.4285714285713,180.27272727272725,37.0,25.714285714285715,1931.4285714285713,205,H1,Q2,43155.0,2,2
2016-09-01,1010,10937,zzz,123,TP1,9/30/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,2399.285714285714,191.8181818181818,24.666666666666657,17.142857142857146,2399.285714285714,206,H1,Q2,43198.0,2,2
2016-09-01,1010,10937,zzz,123,TP1,9/30/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,2867.142857142857,203.36363636363637,12.333333333333329,8.57142857142857,2867.142857142857,206,H1,Q2,43242.0,2,2
2016-07-01,1010,10912,zzz,123,TP1,7/31/2016,89.99,23.0,1,66.99,7919.024582,1450.431339,8544.63952,5474.0,5165.537114,-644.4662557,1,140.0,238.0,238.0,238.0,140.0,204,H1,Q2,43489.0,1,1
2016-08-01,1010,11623,zzz,123,TP1,8/31/2016,89.99,43.0,1,46.99,11312.89226,2072.04477,12206.62789,14405.0,7379.338735,-7505.66608,1,200.0,334.0,335.0,335.0,200.0,205,H1,Q2,59063.0,1,1
2016-08-01,1010,11624,zzz,123,TP1,8/31/2016,89.99,35.0,1,54.99,12161.35918,2227.448128,13122.12498,6020.0,7932.78914,1396.783964,1,215.0,170.0,172.0,172.0,215.0,205,H1,Q2,59064.0,1,1
2016-09-01,1010,11625,zzz,123,TP1,9/30/2016,79.99,35.0,1,44.99,26233.809,7730.383229,30401.23212,10010.0,16779.57611,11342.03923,1,410.0,286.0,286.0,286.0,410.0,206,H1,Q2,59066.0,1,1
2016-07-01,1010,10909,zzz,123,TP1,7/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,281.0,266.85714285714283,190.66666666666669,190.66666666666669,281.0,204,H1,Q2,59078.0,2,2
2016-08-01,1010,10933,zzz,123,TP1,8/31/2016,89.99,30.0,1,59.99,0.0,0.0,0.0,0.0,0.0,0.0,2,152.0,247.71428571428572,95.33333333333334,95.33333333333334,152.0,205,H1,Q2,59269.0,2,2
2016-10-01,1010,11763,zzz,123,TP1,10/31/2016,79.99,23.0,1,56.99,1407.6678,414.8010513,1631.285626,253.0,643.119642,1149.967035,2,22.0,209.42857142857144,11.0,11.0,22.0,207,H2,Q3,59498.0,2,2
2016-10-01,1010,11428,zzz,123,TP1,10/31/2016,79.99,35.0,1,44.99,9597.735,2828.188986,11122.40199,8050.0,6138.86931,-238.2783295,1,150.0,152.0,230.0,230.0,150.0,207,H2,Q3,59751.0,1,1
2016-11-01,1010,11432,zzz,123,TP1,11/30/2016,79.99,35.0,1,44.99,9597.735,2828.188986,11122.40199,6020.0,6138.86931,1791.72167,1,150.0,172.0,172.0,172.0,150.0,208,H2,Q3,59694.0,1,1
2016-12-01,1010,11436,zzz,123,TP1,12/31/2016,79.99,35.0,1,44.99,0.0,0.0,0.0,0.0,0.0,0.0,1,137.5,141.5,145.0,145.0,99.0,209,H2,Q3,59695.0,1,1
2016-10-01,1010,11427,zzz,123,TP1,10/31/2016,79.99,30.0,1,49.99,7998.1125,2356.824155,9268.668329,3540.0,3654.088875,4431.403609,2,125.0,111.0,118.0,118.0,48.0,207,H2,Q3,58499.0,2,2
2016-10-01,1010,11429,zzz,123,TP1,10/31/2016,79.99,37.0,1,42.99,4862.8524,1432.949086,5635.350344,222.0,2221.686036,4624.613394,2,76.0,67.0,6.0,6.0,76.0,207,H2,Q3,58502.0,2,2
2016-11-01,1010,11431,zzz,123,TP1,11/30/2016,79.99,30.0,1,49.99,9789.6897,2884.752766,11344.85003,240.0,4472.604783,9516.998017,2,153.0,23.0,8.0,8.0,153.0,208,H2,Q3,58500.0,2,2
2016-11-01,1010,11433,zzz,123,TP1,11/30/2016,79.99,37.0,1,42.99,7934.1276,2337.969562,9194.518982,3811.0,3624.856164,4096.63238,2,124.0,115.0,103.0,103.0,124.0,208,H2,Q3,58503.0,2,2
2016-12-01,1010,11435,zzz,123,TP1,12/31/2016,79.99,30.0,1,49.99,8318.037,2451.097121,9639.415062,1920.0,3800.25243,6370.259753,2,130.0,93.0,64.0,64.0,48.0,209,H2,Q3,58501.0,2,2
2016-12-01,1010,11437,zzz,123,TP1,12/31/2016,79.99,37.0,1,42.99,4862.8524,1432.949086,5635.350344,1369.0,2221.686036,3477.613394,2,76.0,141.5,37.0,37.0,76.0,209,H2,Q3,58504.0,2,2
2017-01-01,1010,14228,zzz,123,TP1,1/31/2017,79.99,30.0,1,49.99,8701.9464,2564.224681,10084.31114,5340.0,3975.648696,3332.887126,2,136.0,190.0,178.0,178.0,136.0,210,H2,Q1,76755.0,2,2
2017-01-01,1010,14228,zzz,123,TP1,1/31/2017,79.99,30.0,1,49.99,191.9547,56.56377972,222.4480399,210.0,87.698133,-18.68631339,3,3.0,26.0,7.0,7.0,3.0,210,H2,Q1,76757.0,3,3
2017-01-01,1010,14229,zzz,123,TP1,1/31/2017,79.99,35.0,1,44.99,11197.3575,3299.553817,12976.13566,8330.0,7162.014195,783.6752822,1,175.0,238.0,238.0,238.0,175.0,210,H2,Q1,76758.0,1,1
2017-02-01,1010,14233,zzz,123,TP1,2/28/2017,79.99,30.0,1,49.99,9789.6897,2884.752766,11344.85003,4470.0,4472.604783,5286.998017,2,153.0,163.0,149.0,149.0,153.0,211,H2,Q4,76764.0,2,2
2017-02-01,1010,14235,zzz,123,TP1,2/28/2017,79.99,37.0,1,42.99,6078.5655,1791.186358,7044.18793,222.0,2777.107545,5836.266743,2,95.0,188.71428571428572,6.0,6.0,95.0,211,H2,Q4,76768.0,2,2
2017-02-01,1010,14235,zzz,123,TP1,2/28/2017,79.99,37.0,1,42.99,1727.5923,509.0740175,2002.032359,703.0,789.283197,1018.823179,3,27.0,201.57142857142856,19.0,19.0,27.0,211,H2,Q4,76770.0,3,3
2017-03-01,1010,14237,zzz,123,TP1,3/31/2017,79.99,30.0,1,49.99,8701.9464,2564.224681,10084.31114,2850.0,3975.648696,5822.887126,2,136.0,214.42857142857144,95.0,95.0,136.0,212,H2,Q4,77715.0,2,2
2017-03-01,1010,14237,zzz,123,TP1,3/31/2017,79.99,30.0,1,49.99,191.9547,56.56377972,222.4480399,750.0,87.698133,-558.6863134,3,3.0,227.28571428571428,25.0,25.0,3.0,212,H2,Q4,77717.0,3,3
2017-03-01,1010,14239,zzz,123,TP1,3/31/2017,79.99,37.0,1,42.99,6078.5655,1791.186358,7044.18793,777.0,2777.107545,5281.266743,2,95.0,240.14285714285714,21.0,21.0,95.0,212,H2,Q4,77719.0,2,2
2016-10-01,1010,11427,zzz,123,TP1,10/31/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,350.0,265.8571428571429,35.875,49.666666666666664,46.666666666666664,207,H2,Q3,80231.0,2,2
2016-10-01,1010,11427,zzz,123,TP1,10/31/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,325.0,272.2857142857143,71.75,99.33333333333333,65.0,207,H2,Q3,80327.0,2,2
2016-10-01,1010,11427,zzz,123,TP1,10/31/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,300.0,278.7142857142857,107.625,149.0,83.33333333333333,207,H2,Q3,80328.0,2,2
2016-11-01,1010,11431,zzz,123,TP1,11/30/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,275.0,285.14285714285717,143.5,198.66666666666666,101.66666666666666,208,H2,Q3,80387.0,2,2
2016-11-01,1010,11431,zzz,123,TP1,11/30/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,250.0,291.57142857142856,179.375,248.33333333333331,120.0,208,H2,Q3,80436.0,2,2
2016-12-01,1010,11435,zzz,123,TP1,12/31/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,8940.0,0.0,-8940.0,2,225.0,298.0,215.25,298.0,138.33333333333331,209,H2,Q3,80486.0,2,2
2016-12-01,1010,11435,zzz,123,TP1,12/31/2016,79.99,30.0,1,49.99,0.0,0.0,0.0,330.0,0.0,-330.0,2,200.0,11.0,251.125,11.0,156.66666666666666,209,H2,Q3,80536.0,2,2
2016-10-01,1010,11428,zzz,123,TP1,10/31/2016,79.99,35.0,1,44.99,11197.3575,3299.553817,12976.13566,10045.0,7162.014195,-931.3247178,1,175.0,271.0,287.0,287.0,175.0,207,H2,Q3,80710.0,1,1
2016-12-01,1010,11438,zzz,123,TP1,12/31/2016,79.99,44.0,1,35.99,0.0,0.0,0.0,0.0,0.0,0.0,1,91.0,183.0,146.5,146.5,91.0,209,H2,Q3,80711.0,1,1
2016-10-01,1010,11427,zzz,123,TP1,10/31/2016,79.99,30.0,1,49.99,447.8943,131.9821527,519.0454264,180.0,204.628977,266.3986021,3,7.0,95.0,6.0,6.0,7.0,207,H2,Q3,81286.0,3,3
2016-11-01,1010,11431,zzz,123,TP1,11/30/2016,79.99,30.0,1,49.99,191.9547,56.56377972,222.4480399,360.0,87.698133,-168.6863134,3,3.0,43.33333333333333,12.0,12.0,3.0,208,H2,Q3,81289.0,3,3
2016-11-01,1010,11433,zzz,123,TP1,11/30/2016,79.99,37.0,1,42.99,639.849,188.5459324,741.4934663,925.0,292.32711,-287.2877113,3,10.0,66.66666666666666,25.0,25.0,10.0,208,H2,Q3,81290.0,3,3
2016-12-01,1010,11437,zzz,123,TP1,12/31/2016,79.99,37.0,1,42.99,831.8037,245.1097121,963.9415062,518.0,380.025243,311.0259753,3,13.0,90.0,14.0,14.0,13.0,209,H2,Q3,81291.0,3,3
2016-12-01,1010,11438,zzz,123,TP1,12/31/2016,79.99,44.0,1,35.99,19195.47,5656.377972,22244.80399,25696.0,12277.73862,-10072.55666,1,300.0,583.0,584.0,584.0,300.0,209,H2,Q3,81826.0,1,1
2017-01-01,1010,14586,zzz,123,TP1,1/31/2017,79.99,54.0,1,25.99,22202.7603,6542.543855,25729.82328,108.0,14201.251,17963.11613,1,347.0,292.5,2.0,2.0,347.0,210,H2,Q1,81863.0,1,1
2017-01-01,1010,14228,zzz,123,TP1,1/31/2017,79.99,30.0,1,49.99,0.0,0.0,0.0,60.0,0.0,-60.0,2,304.0,2.0,7.0,2.0,304.0,210,H2,Q1,81906.0,2,2
2017-01-01,1010,14228,zzz,123,TP1,1/31/2017,79.99,30.0,1,49.99,0.0,0.0,0.0,0.0,0.0,0.0,2,261.0,77.5,12.0,9.5,261.0,210,H2,Q1,81944.0,2,2
2017-01-01,1010,14228,zzz,123,TP1,1/31/2017,79.99,30.0,1,49.99,0.0,0.0,0.0,510.0,0.0,-510.0,3,218.0,153.0,17.0,17.0,218.0,210,H2,Q1,82004.0,3,3
